report_year,facility_id,jurisdiction_code,facility_name,registered_business_name,primary_anzsic_class_name,substance_id,substance_name,air_total_emission_kg,suburb,state,postcode,latitude,longitude,report_year_1,postalcode_2,pr_rank
2011/2012,530808,VIC,Mc Kellar Centre,BARWON HEALTH,Hospitals (Except Psychiatric Hospitals),69,Oxides of Nitrogen,3003,Geelong North,VIC,3215,-38.124843,144.337447,5,32,
2011/2012,530808,VIC,Mc Kellar Centre,BARWON HEALTH,Hospitals (Except Psychiatric Hospitals),92,Particulate Matter ?2.5 ‘m (PM2.5),222.5,Geelong North,VIC,3215,-38.124843,144.337447,5,32,
2011/2012,530808,VIC,Mc Kellar Centre,BARWON HEALTH,Hospitals (Except Psychiatric Hospitals),70,Particulate Matter ?10.0 ‘m (PM10),222.5,Geelong North,VIC,3215,-38.124843,144.337447,5,32,
2011/2012,530808,VIC,Mc Kellar Centre,BARWON HEALTH,Hospitals (Except Psychiatric Hospitals),77,Sulfur dioxide,33.17,Geelong North,VIC,3215,-38.124843,144.337447,5,32,
2011/2012,526464,VIC,BASF - Altona Manufacturing Site,BASF AUSTRALIA LTD,Basic Organic Chemical Manufacturing,20,Carbon monoxide,5992,Altona,VIC,3018,-37.84798,144.8069,5,30,
2011/2012,526464,VIC,BASF - Altona Manufacturing Site,BASF AUSTRALIA LTD,Basic Organic Chemical Manufacturing,69,Oxides of Nitrogen,8640,Altona,VIC,3018,-37.84798,144.8069,5,30,
2011/2012,526464,VIC,BASF - Altona Manufacturing Site,BASF AUSTRALIA LTD,Basic Organic Chemical Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),393,Altona,VIC,3018,-37.84798,144.8069,5,30,
2011/2012,526464,VIC,BASF - Altona Manufacturing Site,BASF AUSTRALIA LTD,Basic Organic Chemical Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),406,Altona,VIC,3018,-37.84798,144.8069,5,30,
2011/2012,526464,VIC,BASF - Altona Manufacturing Site,BASF AUSTRALIA LTD,Basic Organic Chemical Manufacturing,77,Sulfur dioxide,54.16,Altona,VIC,3018,-37.84798,144.8069,5,30,
2011/2012,531818,VIC,Grantville Landfill,BASS COAST SHIRE COUNCIL,Waste Treatment and Disposal Services,20,Carbon monoxide,51.34511629,Grantville,VIC,3984,-38.420041,145.52228,5,39,
2011/2012,532004,VIC,TRAFALGAR LANDFILL,BAW BAW SHIRE COUNCIL,Waste Treatment and Disposal Services,20,Carbon monoxide,30.37090473,Trafalgar,VIC,3824,-38.231231,146.144344,5,38,
2011/2012,549266,VIC,FRASER ROAD LANDFILL,BAXTER BUSINESS PTY LTD,Waste Treatment and Disposal Services,20,Carbon monoxide,36385.56324,Clayton South,VIC,3169,-37.947812,145.124767,5,31,
2011/2012,549266,VIC,FRASER ROAD LANDFILL,BAXTER BUSINESS PTY LTD,Waste Treatment and Disposal Services,69,Oxides of Nitrogen,66623.59768,Clayton South,VIC,3169,-37.947812,145.124767,5,31,
2011/2012,549266,VIC,FRASER ROAD LANDFILL,BAXTER BUSINESS PTY LTD,Waste Treatment and Disposal Services,92,Particulate Matter ?2.5 ‘m (PM2.5),2824.214799,Clayton South,VIC,3169,-37.947812,145.124767,5,31,
2011/2012,549266,VIC,FRASER ROAD LANDFILL,BAXTER BUSINESS PTY LTD,Waste Treatment and Disposal Services,70,Particulate Matter ?10.0 ‘m (PM10),2985.845694,Clayton South,VIC,3169,-37.947812,145.124767,5,31,
2011/2012,549266,VIC,FRASER ROAD LANDFILL,BAXTER BUSINESS PTY LTD,Waste Treatment and Disposal Services,77,Sulfur dioxide,524.4656654,Clayton South,VIC,3169,-37.947812,145.124767,5,31,
2011/2012,564180,VIC,Coburg,BEGA CHEESE LIMITED,Cheese and Other Dairy Product Manufacturing,20,Carbon monoxide,484.6028,Coburg North,VIC,3058,-37.728,144.959,5,30,
2011/2012,564180,VIC,Coburg,BEGA CHEESE LIMITED,Cheese and Other Dairy Product Manufacturing,69,Oxides of Nitrogen,3103.9252,Coburg North,VIC,3058,-37.728,144.959,5,30,
2011/2012,564180,VIC,Coburg,BEGA CHEESE LIMITED,Cheese and Other Dairy Product Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),130.9424,Coburg North,VIC,3058,-37.728,144.959,5,30,
2011/2012,564180,VIC,Coburg,BEGA CHEESE LIMITED,Cheese and Other Dairy Product Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),130.9424,Coburg North,VIC,3058,-37.728,144.959,5,30,
2011/2012,564180,VIC,Coburg,BEGA CHEESE LIMITED,Cheese and Other Dairy Product Manufacturing,77,Sulfur dioxide,19.52351184,Coburg North,VIC,3058,-37.728,144.959,5,30,
2011/2012,528604,VIC,Strathmerton Site,BEGA CHEESE LIMITED,Cheese and Other Dairy Product Manufacturing,20,Carbon monoxide,3097.65,Strathmerton,VIC,3641,-35.92338889,145.4882222,5,36,
2011/2012,528604,VIC,Strathmerton Site,BEGA CHEESE LIMITED,Cheese and Other Dairy Product Manufacturing,69,Oxides of Nitrogen,3938.81,Strathmerton,VIC,3641,-35.92338889,145.4882222,5,36,
2011/2012,528604,VIC,Strathmerton Site,BEGA CHEESE LIMITED,Cheese and Other Dairy Product Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),296.14,Strathmerton,VIC,3641,-35.92338889,145.4882222,5,36,
2011/2012,528604,VIC,Strathmerton Site,BEGA CHEESE LIMITED,Cheese and Other Dairy Product Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),299.34,Strathmerton,VIC,3641,-35.92338889,145.4882222,5,36,
2011/2012,528604,VIC,Strathmerton Site,BEGA CHEESE LIMITED,Cheese and Other Dairy Product Manufacturing,77,Sulfur dioxide,39.37,Strathmerton,VIC,3641,-35.92338889,145.4882222,5,36,
2011/2012,524100,VIC,BEKAERT (AUSTRALIA) PTY. LIMITED,BEKAERT (AUSTRALIA) PTY. LIMITED,Textile Finishing and Other Textile Product Manufacturing,20,Carbon monoxide,1573.89568,Dandenong South,VIC,3175,-38.033581,145.231686,5,31,
2011/2012,524100,VIC,BEKAERT (AUSTRALIA) PTY. LIMITED,BEKAERT (AUSTRALIA) PTY. LIMITED,Textile Finishing and Other Textile Product Manufacturing,69,Oxides of Nitrogen,1642.232208,Dandenong South,VIC,3175,-38.033581,145.231686,5,31,
2011/2012,524100,VIC,BEKAERT (AUSTRALIA) PTY. LIMITED,BEKAERT (AUSTRALIA) PTY. LIMITED,Textile Finishing and Other Textile Product Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),148.011256,Dandenong South,VIC,3175,-38.033581,145.231686,5,31,
2011/2012,524100,VIC,BEKAERT (AUSTRALIA) PTY. LIMITED,BEKAERT (AUSTRALIA) PTY. LIMITED,Textile Finishing and Other Textile Product Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),149.694528,Dandenong South,VIC,3175,-38.033581,145.231686,5,31,
2011/2012,524100,VIC,BEKAERT (AUSTRALIA) PTY. LIMITED,BEKAERT (AUSTRALIA) PTY. LIMITED,Textile Finishing and Other Textile Product Manufacturing,77,Sulfur dioxide,16.58218984,Dandenong South,VIC,3175,-38.033581,145.231686,5,31,
2011/2012,531638,VIC,Bendigo Health,BENDIGO HEALTH CARE GROUP,Hospitals (Except Psychiatric Hospitals),20,Carbon monoxide,4004,Bendigo,VIC,3550,-36.7496258,144.2797281,5,35,
2011/2012,531638,VIC,Bendigo Health,BENDIGO HEALTH CARE GROUP,Hospitals (Except Psychiatric Hospitals),69,Oxides of Nitrogen,3556,Bendigo,VIC,3550,-36.7496258,144.2797281,5,35,
2011/2012,531638,VIC,Bendigo Health,BENDIGO HEALTH CARE GROUP,Hospitals (Except Psychiatric Hospitals),92,Particulate Matter ?2.5 ‘m (PM2.5),371.2,Bendigo,VIC,3550,-36.7496258,144.2797281,5,35,
2011/2012,531638,VIC,Bendigo Health,BENDIGO HEALTH CARE GROUP,Hospitals (Except Psychiatric Hospitals),70,Particulate Matter ?10.0 ‘m (PM10),371.2,Bendigo,VIC,3550,-36.7496258,144.2797281,5,35,
2011/2012,531638,VIC,Bendigo Health,BENDIGO HEALTH CARE GROUP,Hospitals (Except Psychiatric Hospitals),77,Sulfur dioxide,42.985,Bendigo,VIC,3550,-36.7496258,144.2797281,5,35,
2011/2012,557088,VIC,Betta Foods Australia Pty Ltd,BETTA FOODS GROUP PTY LTD,Confectionery Manufacturing,20,Carbon monoxide,1740.748,Broadmeadows,VIC,3047,-37.67682878,144.9248515,5,30,
2011/2012,557088,VIC,Betta Foods Australia Pty Ltd,BETTA FOODS GROUP PTY LTD,Confectionery Manufacturing,69,Oxides of Nitrogen,2109.33,Broadmeadows,VIC,3047,-37.67682878,144.9248515,5,30,
2011/2012,557088,VIC,Betta Foods Australia Pty Ltd,BETTA FOODS GROUP PTY LTD,Confectionery Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),142.88,Broadmeadows,VIC,3047,-37.67682878,144.9248515,5,30,
2011/2012,557088,VIC,Betta Foods Australia Pty Ltd,BETTA FOODS GROUP PTY LTD,Confectionery Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),142.88,Broadmeadows,VIC,3047,-37.67682878,144.9248515,5,30,
2011/2012,557088,VIC,Betta Foods Australia Pty Ltd,BETTA FOODS GROUP PTY LTD,Confectionery Manufacturing,77,Sulfur dioxide,21.303408,Broadmeadows,VIC,3047,-37.67682878,144.9248515,5,30,
2011/2012,535826,VIC,Minerva Gas Plant,BHP BILLITON PETROLEUM PTY LTD,Oil and Gas Extraction,20,Carbon monoxide,48939.562,Port Campbell,VIC,3269,-38.587923,142.941748,5,32,
2011/2012,535826,VIC,Minerva Gas Plant,BHP BILLITON PETROLEUM PTY LTD,Oil and Gas Extraction,69,Oxides of Nitrogen,57952.504,Port Campbell,VIC,3269,-38.587923,142.941748,5,32,
2011/2012,535826,VIC,Minerva Gas Plant,BHP BILLITON PETROLEUM PTY LTD,Oil and Gas Extraction,92,Particulate Matter ?2.5 ‘m (PM2.5),1385.918,Port Campbell,VIC,3269,-38.587923,142.941748,5,32,
2011/2012,535826,VIC,Minerva Gas Plant,BHP BILLITON PETROLEUM PTY LTD,Oil and Gas Extraction,70,Particulate Matter ?10.0 ‘m (PM10),1388.202,Port Campbell,VIC,3269,-38.587923,142.941748,5,32,
2011/2012,535826,VIC,Minerva Gas Plant,BHP BILLITON PETROLEUM PTY LTD,Oil and Gas Extraction,77,Sulfur dioxide,77.779,Port Campbell,VIC,3269,-38.587923,142.941748,5,32,
2011/2012,586080,VIC,BIODIESEL PRODUCERS LTD,BIODIESEL PRODUCERS LTD,Other Basic Chemical Product Manufacturing n.e.c.,20,Carbon monoxide,1950,Barnawartha,VIC,3688,-36.1185,146.699,5,36,
2011/2012,586080,VIC,BIODIESEL PRODUCERS LTD,BIODIESEL PRODUCERS LTD,Other Basic Chemical Product Manufacturing n.e.c.,69,Oxides of Nitrogen,7410,Barnawartha,VIC,3688,-36.1185,146.699,5,36,
2011/2012,586080,VIC,BIODIESEL PRODUCERS LTD,BIODIESEL PRODUCERS LTD,Other Basic Chemical Product Manufacturing n.e.c.,92,Particulate Matter ?2.5 ‘m (PM2.5),11200,Barnawartha,VIC,3688,-36.1185,146.699,5,36,
2011/2012,586080,VIC,BIODIESEL PRODUCERS LTD,BIODIESEL PRODUCERS LTD,Other Basic Chemical Product Manufacturing n.e.c.,70,Particulate Matter ?10.0 ‘m (PM10),19900,Barnawartha,VIC,3688,-36.1185,146.699,5,36,
2011/2012,586080,VIC,BIODIESEL PRODUCERS LTD,BIODIESEL PRODUCERS LTD,Other Basic Chemical Product Manufacturing n.e.c.,77,Sulfur dioxide,546,Barnawartha,VIC,3688,-36.1185,146.699,5,36,
2011/2012,526686,VIC,HASTINGS,BLUESCOPE STEEL LIMITED,Metal Coating and Finishing,20,Carbon monoxide,714796.5,Hastings,VIC,3915,-38.283716,145.206197,5,39,
2011/2012,526686,VIC,HASTINGS,BLUESCOPE STEEL LIMITED,Metal Coating and Finishing,69,Oxides of Nitrogen,133609,Hastings,VIC,3915,-38.283716,145.206197,5,39,
2011/2012,526686,VIC,HASTINGS,BLUESCOPE STEEL LIMITED,Metal Coating and Finishing,92,Particulate Matter ?2.5 ‘m (PM2.5),8626.11,Hastings,VIC,3915,-38.283716,145.206197,5,39,
2011/2012,526686,VIC,HASTINGS,BLUESCOPE STEEL LIMITED,Metal Coating and Finishing,70,Particulate Matter ?10.0 ‘m (PM10),8905.83,Hastings,VIC,3915,-38.283716,145.206197,5,39,
2011/2012,526686,VIC,HASTINGS,BLUESCOPE STEEL LIMITED,Metal Coating and Finishing,77,Sulfur dioxide,471.69,Hastings,VIC,3915,-38.283716,145.206197,5,39,
2011/2012,533732,VIC,Dandenong,BOC LIMITED,Industrial Gas Manufacturing,20,Carbon monoxide,962.3,Dandenong,VIC,3175,-38.001671,145.207398,5,31,
2011/2012,533732,VIC,Dandenong,BOC LIMITED,Industrial Gas Manufacturing,69,Oxides of Nitrogen,1192.54,Dandenong,VIC,3175,-38.001671,145.207398,5,31,
2011/2012,533732,VIC,Dandenong,BOC LIMITED,Industrial Gas Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),75.46,Dandenong,VIC,3175,-38.001671,145.207398,5,31,
2011/2012,533732,VIC,Dandenong,BOC LIMITED,Industrial Gas Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),75.658,Dandenong,VIC,3175,-38.001671,145.207398,5,31,
2011/2012,533732,VIC,Dandenong,BOC LIMITED,Industrial Gas Manufacturing,77,Sulfur dioxide,10.9497,Dandenong,VIC,3175,-38.001671,145.207398,5,31,
2011/2012,530940,VIC,BOEING AEROSTRUCTURES AUSTRALIA PTY LIMITED,BOEING AEROSTRUCTURES AUSTRALIA PTY LIMITED,Aircraft Manufacturing and Repair Services,20,Carbon monoxide,2129,Port Melbourne,VIC,3207,-37.829911,144.902516,5,32,
2011/2012,530940,VIC,BOEING AEROSTRUCTURES AUSTRALIA PTY LIMITED,BOEING AEROSTRUCTURES AUSTRALIA PTY LIMITED,Aircraft Manufacturing and Repair Services,69,Oxides of Nitrogen,2762,Port Melbourne,VIC,3207,-37.829911,144.902516,5,32,
2011/2012,530940,VIC,BOEING AEROSTRUCTURES AUSTRALIA PTY LIMITED,BOEING AEROSTRUCTURES AUSTRALIA PTY LIMITED,Aircraft Manufacturing and Repair Services,92,Particulate Matter ?2.5 ‘m (PM2.5),203,Port Melbourne,VIC,3207,-37.829911,144.902516,5,32,
2011/2012,530940,VIC,BOEING AEROSTRUCTURES AUSTRALIA PTY LIMITED,BOEING AEROSTRUCTURES AUSTRALIA PTY LIMITED,Aircraft Manufacturing and Repair Services,70,Particulate Matter ?10.0 ‘m (PM10),203,Port Melbourne,VIC,3207,-37.829911,144.902516,5,32,
2011/2012,530940,VIC,BOEING AEROSTRUCTURES AUSTRALIA PTY LIMITED,BOEING AEROSTRUCTURES AUSTRALIA PTY LIMITED,Aircraft Manufacturing and Repair Services,77,Sulfur dioxide,27,Port Melbourne,VIC,3207,-37.829911,144.902516,5,32,
2011/2012,523684,VIC,Boral Plasterboard,BORAL AUSTRALIAN GYPSUM LIMITED,Plaster Product Manufacturing,20,Carbon monoxide,100567.81,Port Melbourne,VIC,3207,-37.822171,144.923639,5,32,
2011/2012,523684,VIC,Boral Plasterboard,BORAL AUSTRALIAN GYPSUM LIMITED,Plaster Product Manufacturing,69,Oxides of Nitrogen,17874.72,Port Melbourne,VIC,3207,-37.822171,144.923639,5,32,
2011/2012,523684,VIC,Boral Plasterboard,BORAL AUSTRALIAN GYPSUM LIMITED,Plaster Product Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),1322.24,Port Melbourne,VIC,3207,-37.822171,144.923639,5,32,
2011/2012,523684,VIC,Boral Plasterboard,BORAL AUSTRALIAN GYPSUM LIMITED,Plaster Product Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),9162.49,Port Melbourne,VIC,3207,-37.822171,144.923639,5,32,
2011/2012,523684,VIC,Boral Plasterboard,BORAL AUSTRALIAN GYPSUM LIMITED,Plaster Product Manufacturing,77,Sulfur dioxide,2660.43,Port Melbourne,VIC,3207,-37.822171,144.923639,5,32,
2011/2012,524650,VIC,Boral Bricks Scoresby,BORAL BRICKS PTY LTD,Clay Brick Manufacturing,20,Carbon monoxide,19478,Wantirna,VIC,3152,-37.887346,145.21586,5,31,
2011/2012,524650,VIC,Boral Bricks Scoresby,BORAL BRICKS PTY LTD,Clay Brick Manufacturing,69,Oxides of Nitrogen,14892,Wantirna,VIC,3152,-37.887346,145.21586,5,31,
2011/2012,524650,VIC,Boral Bricks Scoresby,BORAL BRICKS PTY LTD,Clay Brick Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),157.679,Wantirna,VIC,3152,-37.887346,145.21586,5,31,
2011/2012,524650,VIC,Boral Bricks Scoresby,BORAL BRICKS PTY LTD,Clay Brick Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),45071,Wantirna,VIC,3152,-37.887346,145.21586,5,31,
2011/2012,524650,VIC,Boral Bricks Scoresby,BORAL BRICKS PTY LTD,Clay Brick Manufacturing,77,Sulfur dioxide,8150,Wantirna,VIC,3152,-37.887346,145.21586,5,31,
2011/2012,524400,VIC,Thomastown Brick Plant,BORAL BRICKS PTY LTD,Clay Brick Manufacturing,20,Carbon monoxide,191562,Thomastown,VIC,3074,-37.686296,144.97665,5,30,
2011/2012,524400,VIC,Thomastown Brick Plant,BORAL BRICKS PTY LTD,Clay Brick Manufacturing,69,Oxides of Nitrogen,40411,Thomastown,VIC,3074,-37.686296,144.97665,5,30,
2011/2012,524400,VIC,Thomastown Brick Plant,BORAL BRICKS PTY LTD,Clay Brick Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),754.283,Thomastown,VIC,3074,-37.686296,144.97665,5,30,
2011/2012,524400,VIC,Thomastown Brick Plant,BORAL BRICKS PTY LTD,Clay Brick Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),69325,Thomastown,VIC,3074,-37.686296,144.97665,5,30,
2011/2012,524400,VIC,Thomastown Brick Plant,BORAL BRICKS PTY LTD,Clay Brick Manufacturing,77,Sulfur dioxide,15322,Thomastown,VIC,3074,-37.686296,144.97665,5,30,
2011/2012,525556,VIC,BORAL CEMENT LIMITED,BORAL CEMENT LIMITED,Cement and Lime Manufacturing,20,Carbon monoxide,389074.54,Waurn Ponds,VIC,3216,-38.229897,144.282217,5,32,
2011/2012,525556,VIC,BORAL CEMENT LIMITED,BORAL CEMENT LIMITED,Cement and Lime Manufacturing,69,Oxides of Nitrogen,977210.22,Waurn Ponds,VIC,3216,-38.229897,144.282217,5,32,
2011/2012,525556,VIC,BORAL CEMENT LIMITED,BORAL CEMENT LIMITED,Cement and Lime Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),44630.87,Waurn Ponds,VIC,3216,-38.229897,144.282217,5,32,
2011/2012,525556,VIC,BORAL CEMENT LIMITED,BORAL CEMENT LIMITED,Cement and Lime Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),315539.41,Waurn Ponds,VIC,3216,-38.229897,144.282217,5,32,
2011/2012,525556,VIC,BORAL CEMENT LIMITED,BORAL CEMENT LIMITED,Cement and Lime Manufacturing,77,Sulfur dioxide,20994.4,Waurn Ponds,VIC,3216,-38.229897,144.282217,5,32,
2011/2012,533928,VIC,BORAL WESTERN LANDFILL,BORAL RECYCLING PTY LIMITED,Waste Treatment and Disposal Services,20,Carbon monoxide,84444.69,Truganina,VIC,3029,-37.779853,144.730217,5,30,
2011/2012,533928,VIC,BORAL WESTERN LANDFILL,BORAL RECYCLING PTY LIMITED,Waste Treatment and Disposal Services,69,Oxides of Nitrogen,99440.83,Truganina,VIC,3029,-37.779853,144.730217,5,30,
2011/2012,533928,VIC,BORAL WESTERN LANDFILL,BORAL RECYCLING PTY LIMITED,Waste Treatment and Disposal Services,92,Particulate Matter ?2.5 ‘m (PM2.5),10293.42,Truganina,VIC,3029,-37.779853,144.730217,5,30,
2011/2012,533928,VIC,BORAL WESTERN LANDFILL,BORAL RECYCLING PTY LIMITED,Waste Treatment and Disposal Services,70,Particulate Matter ?10.0 ‘m (PM10),11011.03,Truganina,VIC,3029,-37.779853,144.730217,5,30,
2011/2012,533928,VIC,BORAL WESTERN LANDFILL,BORAL RECYCLING PTY LIMITED,Waste Treatment and Disposal Services,77,Sulfur dioxide,2365.67,Truganina,VIC,3029,-37.779853,144.730217,5,30,
2011/2012,554028,VIC,Boral Asphalt - Bendigo,BORAL RESOURCES (VIC) PTY LIMITED,Other Petroleum and Coal Product Manufacturing,20,Carbon monoxide,9714.865,Bendigo,VIC,3551,-36.73341,144.300044,5,35,
2011/2012,554028,VIC,Boral Asphalt - Bendigo,BORAL RESOURCES (VIC) PTY LIMITED,Other Petroleum and Coal Product Manufacturing,69,Oxides of Nitrogen,864.101,Bendigo,VIC,3551,-36.73341,144.300044,5,35,
2011/2012,554028,VIC,Boral Asphalt - Bendigo,BORAL RESOURCES (VIC) PTY LIMITED,Other Petroleum and Coal Product Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),10.169,Bendigo,VIC,3551,-36.73341,144.300044,5,35,
2011/2012,554028,VIC,Boral Asphalt - Bendigo,BORAL RESOURCES (VIC) PTY LIMITED,Other Petroleum and Coal Product Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),707.744,Bendigo,VIC,3551,-36.73341,144.300044,5,35,
2011/2012,554028,VIC,Boral Asphalt - Bendigo,BORAL RESOURCES (VIC) PTY LIMITED,Other Petroleum and Coal Product Manufacturing,77,Sulfur dioxide,142.3636,Bendigo,VIC,3551,-36.73341,144.300044,5,35,
2011/2012,532938,VIC,Boral Asphalt - Deer Park,BORAL RESOURCES (VIC) PTY LIMITED,Other Petroleum and Coal Product Manufacturing,20,Carbon monoxide,36961.27,Truganina,VIC,3029,-37.779961,144.735891,5,30,
2011/2012,532938,VIC,Boral Asphalt - Deer Park,BORAL RESOURCES (VIC) PTY LIMITED,Other Petroleum and Coal Product Manufacturing,69,Oxides of Nitrogen,3131.21,Truganina,VIC,3029,-37.779961,144.735891,5,30,
2011/2012,532938,VIC,Boral Asphalt - Deer Park,BORAL RESOURCES (VIC) PTY LIMITED,Other Petroleum and Coal Product Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),23.5298,Truganina,VIC,3029,-37.779961,144.735891,5,30,
2011/2012,532938,VIC,Boral Asphalt - Deer Park,BORAL RESOURCES (VIC) PTY LIMITED,Other Petroleum and Coal Product Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),2881.43,Truganina,VIC,3029,-37.779961,144.735891,5,30,
2011/2012,532938,VIC,Boral Asphalt - Deer Park,BORAL RESOURCES (VIC) PTY LIMITED,Other Petroleum and Coal Product Manufacturing,77,Sulfur dioxide,542.2931,Truganina,VIC,3029,-37.779961,144.735891,5,30,
2011/2012,532956,VIC,Boral Asphalt - Montrose,BORAL RESOURCES (VIC) PTY LIMITED,Other Petroleum and Coal Product Manufacturing,20,Carbon monoxide,21333.566,Montrose,VIC,3765,-37.816843,145.324347,5,37,
2011/2012,532956,VIC,Boral Asphalt - Montrose,BORAL RESOURCES (VIC) PTY LIMITED,Other Petroleum and Coal Product Manufacturing,69,Oxides of Nitrogen,1657.735,Montrose,VIC,3765,-37.816843,145.324347,5,37,
2011/2012,532956,VIC,Boral Asphalt - Montrose,BORAL RESOURCES (VIC) PTY LIMITED,Other Petroleum and Coal Product Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),2.033,Montrose,VIC,3765,-37.816843,145.324347,5,37,
2011/2012,532956,VIC,Boral Asphalt - Montrose,BORAL RESOURCES (VIC) PTY LIMITED,Other Petroleum and Coal Product Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),1513.37,Montrose,VIC,3765,-37.816843,145.324347,5,37,
2011/2012,532956,VIC,Boral Asphalt - Montrose,BORAL RESOURCES (VIC) PTY LIMITED,Other Petroleum and Coal Product Manufacturing,77,Sulfur dioxide,313.617,Montrose,VIC,3765,-37.816843,145.324347,5,37,
2011/2012,573814,VIC,Boral Asphalt Ballarat,BORAL RESOURCES (VIC) PTY LIMITED,Other Petroleum and Coal Product Manufacturing,20,Carbon monoxide,6237.62,Ballarat,VIC,3350,-37.51961111,143.8499167,5,33,
2011/2012,573814,VIC,Boral Asphalt Ballarat,BORAL RESOURCES (VIC) PTY LIMITED,Other Petroleum and Coal Product Manufacturing,69,Oxides of Nitrogen,549.24,Ballarat,VIC,3350,-37.51961111,143.8499167,5,33,
2011/2012,573814,VIC,Boral Asphalt Ballarat,BORAL RESOURCES (VIC) PTY LIMITED,Other Petroleum and Coal Product Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),6.232,Ballarat,VIC,3350,-37.51961111,143.8499167,5,33,
2011/2012,573814,VIC,Boral Asphalt Ballarat,BORAL RESOURCES (VIC) PTY LIMITED,Other Petroleum and Coal Product Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),1141.318,Ballarat,VIC,3350,-37.51961111,143.8499167,5,33,
2011/2012,573814,VIC,Boral Asphalt Ballarat,BORAL RESOURCES (VIC) PTY LIMITED,Other Petroleum and Coal Product Manufacturing,77,Sulfur dioxide,91.442,Ballarat,VIC,3350,-37.51961111,143.8499167,5,33,
2011/2012,533208,VIC,Boral Quarry Bacchus Marsh,BORAL RESOURCES (VIC) PTY LIMITED,Gravel and Sand Quarrying,20,Carbon monoxide,3464.8,Bacchus Marsh,VIC,3340,-37.631019,144.458285,5,33,
2011/2012,533208,VIC,Boral Quarry Bacchus Marsh,BORAL RESOURCES (VIC) PTY LIMITED,Gravel and Sand Quarrying,69,Oxides of Nitrogen,10053,Bacchus Marsh,VIC,3340,-37.631019,144.458285,5,33,
2011/2012,533208,VIC,Boral Quarry Bacchus Marsh,BORAL RESOURCES (VIC) PTY LIMITED,Gravel and Sand Quarrying,92,Particulate Matter ?2.5 ‘m (PM2.5),1206.3,Bacchus Marsh,VIC,3340,-37.631019,144.458285,5,33,
2011/2012,533208,VIC,Boral Quarry Bacchus Marsh,BORAL RESOURCES (VIC) PTY LIMITED,Gravel and Sand Quarrying,70,Particulate Matter ?10.0 ‘m (PM10),38802,Bacchus Marsh,VIC,3340,-37.631019,144.458285,5,33,
2011/2012,533208,VIC,Boral Quarry Bacchus Marsh,BORAL RESOURCES (VIC) PTY LIMITED,Gravel and Sand Quarrying,77,Sulfur dioxide,6.4796,Bacchus Marsh,VIC,3340,-37.631019,144.458285,5,33,
2011/2012,530506,VIC,Boral Quarry Deer Park,BORAL RESOURCES (VIC) PTY LIMITED,Other Construction Material Mining,20,Carbon monoxide,19543,Truganina,VIC,3029,-37.784378,144.731214,5,30,
2011/2012,530506,VIC,Boral Quarry Deer Park,BORAL RESOURCES (VIC) PTY LIMITED,Other Construction Material Mining,69,Oxides of Nitrogen,52125,Truganina,VIC,3029,-37.784378,144.731214,5,30,
2011/2012,530506,VIC,Boral Quarry Deer Park,BORAL RESOURCES (VIC) PTY LIMITED,Other Construction Material Mining,92,Particulate Matter ?2.5 ‘m (PM2.5),6746,Truganina,VIC,3029,-37.784378,144.731214,5,30,
2011/2012,530506,VIC,Boral Quarry Deer Park,BORAL RESOURCES (VIC) PTY LIMITED,Other Construction Material Mining,70,Particulate Matter ?10.0 ‘m (PM10),121077,Truganina,VIC,3029,-37.784378,144.731214,5,30,
2011/2012,530506,VIC,Boral Quarry Deer Park,BORAL RESOURCES (VIC) PTY LIMITED,Other Construction Material Mining,77,Sulfur dioxide,34.38,Truganina,VIC,3029,-37.784378,144.731214,5,30,
