report_year,facility_id,jurisdiction_code,facility_name,registered_business_name,primary_anzsic_class_name,substance_id,substance_name,air_total_emission_kg,suburb,state,postcode,latitude,longitude,report_year_1,postalcode_2,pr_rank
2016/2017,526428,VIC,Peerless,PEERLESS HOLDINGS PTY LIMITED,Oil and Fat Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),1266.458438,Braybrook,VIC,3019,-37.776031,144.863168,10,30,
2016/2017,526428,VIC,Peerless,PEERLESS HOLDINGS PTY LIMITED,Oil and Fat Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),1266.458438,Braybrook,VIC,3019,-37.776031,144.863168,10,30,
2016/2017,526428,VIC,Peerless,PEERLESS HOLDINGS PTY LIMITED,Oil and Fat Manufacturing,77,Sulfur dioxide,188.828953,Braybrook,VIC,3019,-37.776031,144.863168,10,30,
2016/2017,531674,VIC,FRANKSTON HOSPITAL,PENINSULA HEALTH,Hospitals (Except Psychiatric Hospitals),20,Carbon monoxide,2395.287641,Frankston,VIC,3199,-38.14825,145.12964,10,31,
2016/2017,531674,VIC,FRANKSTON HOSPITAL,PENINSULA HEALTH,Hospitals (Except Psychiatric Hospitals),69,Oxides of Nitrogen,3038.419333,Frankston,VIC,3199,-38.14825,145.12964,10,31,
2016/2017,531674,VIC,FRANKSTON HOSPITAL,PENINSULA HEALTH,Hospitals (Except Psychiatric Hospitals),92,Particulate Matter ?2.5 ‘m (PM2.5),223.8377854,Frankston,VIC,3199,-38.14825,145.12964,10,31,
2016/2017,531674,VIC,FRANKSTON HOSPITAL,PENINSULA HEALTH,Hospitals (Except Psychiatric Hospitals),70,Particulate Matter ?10.0 ‘m (PM10),224.2068794,Frankston,VIC,3199,-38.14825,145.12964,10,31,
2016/2017,531674,VIC,FRANKSTON HOSPITAL,PENINSULA HEALTH,Hospitals (Except Psychiatric Hospitals),77,Sulfur dioxide,30.68536409,Frankston,VIC,3199,-38.14825,145.12964,10,31,
2016/2017,602666,VIC,Pental Limited,PENTAL  LIMITED,Cleaning Compound Manufacturing,20,Carbon monoxide,1119.887976,Shepparton,VIC,3630,-36.368049,145.425317,10,36,
2016/2017,602666,VIC,Pental Limited,PENTAL  LIMITED,Cleaning Compound Manufacturing,69,Oxides of Nitrogen,3232.895998,Shepparton,VIC,3630,-36.368049,145.425317,10,36,
2016/2017,602666,VIC,Pental Limited,PENTAL  LIMITED,Cleaning Compound Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),82.75200195,Shepparton,VIC,3630,-36.368049,145.425317,10,36,
2016/2017,602666,VIC,Pental Limited,PENTAL  LIMITED,Cleaning Compound Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),82.75200195,Shepparton,VIC,3630,-36.368049,145.425317,10,36,
2016/2017,602666,VIC,Pental Limited,PENTAL  LIMITED,Cleaning Compound Manufacturing,77,Sulfur dioxide,12.33832349,Shepparton,VIC,3630,-36.368049,145.425317,10,36,
2016/2017,532620,VIC,PMP PRINT PTY LTD,PMP PRINT PTY LTD,Printing,20,Carbon monoxide,6380,Clayton,VIC,3168,-37.927406,145.12615,10,31,
2016/2017,532620,VIC,PMP PRINT PTY LTD,PMP PRINT PTY LTD,Printing,69,Oxides of Nitrogen,9633,Clayton,VIC,3168,-37.927406,145.12615,10,31,
2016/2017,532620,VIC,PMP PRINT PTY LTD,PMP PRINT PTY LTD,Printing,92,Particulate Matter ?2.5 ‘m (PM2.5),323,Clayton,VIC,3168,-37.927406,145.12615,10,31,
2016/2017,532620,VIC,PMP PRINT PTY LTD,PMP PRINT PTY LTD,Printing,70,Particulate Matter ?10.0 ‘m (PM10),385,Clayton,VIC,3168,-37.927406,145.12615,10,31,
2016/2017,532620,VIC,PMP PRINT PTY LTD,PMP PRINT PTY LTD,Printing,77,Sulfur dioxide,56.5,Clayton,VIC,3168,-37.927406,145.12615,10,31,
2016/2017,566424,VIC,Polyfoam,POLYFOAM (AUSTRALIA) PTY LTD,Rigid and Semi-Rigid Polymer Product Manufacturing,20,Carbon monoxide,1159.294019,Dandenong South,VIC,3175,-37.993213,145.199381,10,31,
2016/2017,566424,VIC,Polyfoam,POLYFOAM (AUSTRALIA) PTY LTD,Rigid and Semi-Rigid Polymer Product Manufacturing,69,Oxides of Nitrogen,623.1730036,Dandenong South,VIC,3175,-37.993213,145.199381,10,31,
2016/2017,566424,VIC,Polyfoam,POLYFOAM (AUSTRALIA) PTY LTD,Rigid and Semi-Rigid Polymer Product Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),88.27200195,Dandenong South,VIC,3175,-37.993213,145.199381,10,31,
2016/2017,566424,VIC,Polyfoam,POLYFOAM (AUSTRALIA) PTY LTD,Rigid and Semi-Rigid Polymer Product Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),88.27200195,Dandenong South,VIC,3175,-37.993213,145.199381,10,31,
2016/2017,566424,VIC,Polyfoam,POLYFOAM (AUSTRALIA) PTY LTD,Rigid and Semi-Rigid Polymer Product Manufacturing,77,Sulfur dioxide,13.16135549,Dandenong South,VIC,3175,-37.993213,145.199381,10,31,
2016/2017,525432,VIC,POTTERS INDUSTRIES PTY LTD,POTTERS INDUSTRIES PTY LTD,Glass and Glass Product Manufacturing,20,Carbon monoxide,6785,Sunshine West,VIC,3020,-37.815615,144.810454,10,30,
2016/2017,525432,VIC,POTTERS INDUSTRIES PTY LTD,POTTERS INDUSTRIES PTY LTD,Glass and Glass Product Manufacturing,69,Oxides of Nitrogen,8226,Sunshine West,VIC,3020,-37.815615,144.810454,10,30,
2016/2017,525432,VIC,POTTERS INDUSTRIES PTY LTD,POTTERS INDUSTRIES PTY LTD,Glass and Glass Product Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),591,Sunshine West,VIC,3020,-37.815615,144.810454,10,30,
2016/2017,525432,VIC,POTTERS INDUSTRIES PTY LTD,POTTERS INDUSTRIES PTY LTD,Glass and Glass Product Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),1562,Sunshine West,VIC,3020,-37.815615,144.810454,10,30,
2016/2017,525432,VIC,POTTERS INDUSTRIES PTY LTD,POTTERS INDUSTRIES PTY LTD,Glass and Glass Product Manufacturing,77,Sulfur dioxide,86.1231,Sunshine West,VIC,3020,-37.815615,144.810454,10,30,
2016/2017,524440,VIC,PPG Clayton,PPG INDUSTRIES AUSTRALIA PTY LIMITED,Paint and Coatings Manufacturing,20,Carbon monoxide,44136,Clayton,VIC,3168,-37.9275,145.1379,10,31,
2016/2017,524440,VIC,PPG Clayton,PPG INDUSTRIES AUSTRALIA PTY LIMITED,Paint and Coatings Manufacturing,69,Oxides of Nitrogen,5773,Clayton,VIC,3168,-37.9275,145.1379,10,31,
2016/2017,524440,VIC,PPG Clayton,PPG INDUSTRIES AUSTRALIA PTY LIMITED,Paint and Coatings Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),317.3,Clayton,VIC,3168,-37.9275,145.1379,10,31,
2016/2017,524440,VIC,PPG Clayton,PPG INDUSTRIES AUSTRALIA PTY LIMITED,Paint and Coatings Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),1340,Clayton,VIC,3168,-37.9275,145.1379,10,31,
2016/2017,524440,VIC,PPG Clayton,PPG INDUSTRIES AUSTRALIA PTY LIMITED,Paint and Coatings Manufacturing,77,Sulfur dioxide,7.844,Clayton,VIC,3168,-37.9275,145.1379,10,31,
2016/2017,524966,VIC,PQ Australia,PQ AUSTRALIA PTY LIMITED,Glass and Glass Product Manufacturing,20,Carbon monoxide,10593,Dandenong South,VIC,3175,-38.00854,145.208825,10,31,
2016/2017,524966,VIC,PQ Australia,PQ AUSTRALIA PTY LIMITED,Glass and Glass Product Manufacturing,69,Oxides of Nitrogen,33228,Dandenong South,VIC,3175,-38.00854,145.208825,10,31,
2016/2017,524966,VIC,PQ Australia,PQ AUSTRALIA PTY LIMITED,Glass and Glass Product Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),738.3474,Dandenong South,VIC,3175,-38.00854,145.208825,10,31,
2016/2017,524966,VIC,PQ Australia,PQ AUSTRALIA PTY LIMITED,Glass and Glass Product Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),4894.8,Dandenong South,VIC,3175,-38.00854,145.208825,10,31,
2016/2017,524966,VIC,PQ Australia,PQ AUSTRALIA PTY LIMITED,Glass and Glass Product Manufacturing,77,Sulfur dioxide,1062.0481,Dandenong South,VIC,3175,-38.00854,145.208825,10,31,
2016/2017,535432,VIC,PRINCES LAUNDRY SERVICES PTY LTD,PRINCES LAUNDRY SERVICES PTY LTD,Laundry and Dry-Cleaning Services,20,Carbon monoxide,2103.48,Braeside,VIC,3195,-37.997202,145.123236,10,31,
2016/2017,548280,VIC,PRINCES LAUNDRY SERVICES PTY LTD,PRINCES LAUNDRY SERVICES PTY LTD,Laundry and Dry-Cleaning Services,20,Carbon monoxide,667.16,Altona North,VIC,3025,-37.832909,144.821682,10,30,
2016/2017,531148,VIC,PRINCES LAUNDRY SERVICES PTY LTD,PRINCES LAUNDRY SERVICES PTY LTD,Laundry and Dry-Cleaning Services,20,Carbon monoxide,1434.2,Box Hill,VIC,3128,-37.811775,145.137029,10,31,
2016/2017,548280,VIC,PRINCES LAUNDRY SERVICES PTY LTD,PRINCES LAUNDRY SERVICES PTY LTD,Laundry and Dry-Cleaning Services,69,Oxides of Nitrogen,4721.44,Altona North,VIC,3025,-37.832909,144.821682,10,30,
2016/2017,535432,VIC,PRINCES LAUNDRY SERVICES PTY LTD,PRINCES LAUNDRY SERVICES PTY LTD,Laundry and Dry-Cleaning Services,69,Oxides of Nitrogen,1248.22,Braeside,VIC,3195,-37.997202,145.123236,10,31,
2016/2017,531148,VIC,PRINCES LAUNDRY SERVICES PTY LTD,PRINCES LAUNDRY SERVICES PTY LTD,Laundry and Dry-Cleaning Services,69,Oxides of Nitrogen,851.1,Box Hill,VIC,3128,-37.811775,145.137029,10,31,
2016/2017,531148,VIC,PRINCES LAUNDRY SERVICES PTY LTD,PRINCES LAUNDRY SERVICES PTY LTD,Laundry and Dry-Cleaning Services,92,Particulate Matter ?2.5 ‘m (PM2.5),126.09,Box Hill,VIC,3128,-37.811775,145.137029,10,31,
2016/2017,548280,VIC,PRINCES LAUNDRY SERVICES PTY LTD,PRINCES LAUNDRY SERVICES PTY LTD,Laundry and Dry-Cleaning Services,92,Particulate Matter ?2.5 ‘m (PM2.5),205.28,Altona North,VIC,3025,-37.832909,144.821682,10,30,
2016/2017,535432,VIC,PRINCES LAUNDRY SERVICES PTY LTD,PRINCES LAUNDRY SERVICES PTY LTD,Laundry and Dry-Cleaning Services,92,Particulate Matter ?2.5 ‘m (PM2.5),184.92,Braeside,VIC,3195,-37.997202,145.123236,10,31,
2016/2017,535432,VIC,PRINCES LAUNDRY SERVICES PTY LTD,PRINCES LAUNDRY SERVICES PTY LTD,Laundry and Dry-Cleaning Services,70,Particulate Matter ?10.0 ‘m (PM10),184.92,Braeside,VIC,3195,-37.997202,145.123236,10,31,
2016/2017,548280,VIC,PRINCES LAUNDRY SERVICES PTY LTD,PRINCES LAUNDRY SERVICES PTY LTD,Laundry and Dry-Cleaning Services,70,Particulate Matter ?10.0 ‘m (PM10),205.28,Altona North,VIC,3025,-37.832909,144.821682,10,30,
2016/2017,531148,VIC,PRINCES LAUNDRY SERVICES PTY LTD,PRINCES LAUNDRY SERVICES PTY LTD,Laundry and Dry-Cleaning Services,70,Particulate Matter ?10.0 ‘m (PM10),126.09,Box Hill,VIC,3128,-37.811775,145.137029,10,31,
2016/2017,548280,VIC,PRINCES LAUNDRY SERVICES PTY LTD,PRINCES LAUNDRY SERVICES PTY LTD,Laundry and Dry-Cleaning Services,77,Sulfur dioxide,30.607248,Altona North,VIC,3025,-37.832909,144.821682,10,30,
2016/2017,535432,VIC,PRINCES LAUNDRY SERVICES PTY LTD,PRINCES LAUNDRY SERVICES PTY LTD,Laundry and Dry-Cleaning Services,77,Sulfur dioxide,27.572,Braeside,VIC,3195,-37.997202,145.123236,10,31,
2016/2017,531148,VIC,PRINCES LAUNDRY SERVICES PTY LTD,PRINCES LAUNDRY SERVICES PTY LTD,Laundry and Dry-Cleaning Services,77,Sulfur dioxide,18.80002,Box Hill,VIC,3128,-37.811775,145.137029,10,31,
2016/2017,533948,VIC,Tullamarine Airport,QANTAS AIRWAYS LIMITED,Aircraft Manufacturing and Repair Services,20,Carbon monoxide,10689.1,Tullamarine Airport,VIC,3045,-37.672057,144.844613,10,30,
2016/2017,533948,VIC,Tullamarine Airport,QANTAS AIRWAYS LIMITED,Aircraft Manufacturing and Repair Services,69,Oxides of Nitrogen,16281.5,Tullamarine Airport,VIC,3045,-37.672057,144.844613,10,30,
2016/2017,533948,VIC,Tullamarine Airport,QANTAS AIRWAYS LIMITED,Aircraft Manufacturing and Repair Services,92,Particulate Matter ?2.5 ‘m (PM2.5),1666.5,Tullamarine Airport,VIC,3045,-37.672057,144.844613,10,30,
2016/2017,533948,VIC,Tullamarine Airport,QANTAS AIRWAYS LIMITED,Aircraft Manufacturing and Repair Services,70,Particulate Matter ?10.0 ‘m (PM10),1708.5,Tullamarine Airport,VIC,3045,-37.672057,144.844613,10,30,
2016/2017,533948,VIC,Tullamarine Airport,QANTAS AIRWAYS LIMITED,Aircraft Manufacturing and Repair Services,77,Sulfur dioxide,54.9,Tullamarine Airport,VIC,3045,-37.672057,144.844613,10,30,
2016/2017,527022,VIC,QENOS PTY LTD,QENOS PTY LTD,Synthetic Resin and Synthetic Rubber Manufacturing,20,Carbon monoxide,132895.9,Altona,VIC,3018,-37.850816,144.813278,10,30,
2016/2017,527022,VIC,QENOS PTY LTD,QENOS PTY LTD,Synthetic Resin and Synthetic Rubber Manufacturing,69,Oxides of Nitrogen,387672.2,Altona,VIC,3018,-37.850816,144.813278,10,30,
2016/2017,527022,VIC,QENOS PTY LTD,QENOS PTY LTD,Synthetic Resin and Synthetic Rubber Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),20594.66,Altona,VIC,3018,-37.850816,144.813278,10,30,
2016/2017,527022,VIC,QENOS PTY LTD,QENOS PTY LTD,Synthetic Resin and Synthetic Rubber Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),20594.71,Altona,VIC,3018,-37.850816,144.813278,10,30,
2016/2017,527022,VIC,QENOS PTY LTD,QENOS PTY LTD,Synthetic Resin and Synthetic Rubber Manufacturing,77,Sulfur dioxide,36158.236,Altona,VIC,3018,-37.850816,144.813278,10,30,
2016/2017,536418,VIC,Clayton (Fairbank) Bakery,QUALITY BAKERS AUSTRALIA PTY LIMITED,Bread Manufacturing (Factory based),20,Carbon monoxide,4609.3,Clayton,VIC,3168,-37.938287,145.130425,10,31,
2016/2017,536418,VIC,Clayton (Fairbank) Bakery,QUALITY BAKERS AUSTRALIA PTY LIMITED,Bread Manufacturing (Factory based),69,Oxides of Nitrogen,4413.1,Clayton,VIC,3168,-37.938287,145.130425,10,31,
2016/2017,536418,VIC,Clayton (Fairbank) Bakery,QUALITY BAKERS AUSTRALIA PTY LIMITED,Bread Manufacturing (Factory based),92,Particulate Matter ?2.5 ‘m (PM2.5),323.4,Clayton,VIC,3168,-37.938287,145.130425,10,31,
2016/2017,536418,VIC,Clayton (Fairbank) Bakery,QUALITY BAKERS AUSTRALIA PTY LIMITED,Bread Manufacturing (Factory based),70,Particulate Matter ?10.0 ‘m (PM10),323.4,Clayton,VIC,3168,-37.938287,145.130425,10,31,
2016/2017,536418,VIC,Clayton (Fairbank) Bakery,QUALITY BAKERS AUSTRALIA PTY LIMITED,Bread Manufacturing (Factory based),77,Sulfur dioxide,48.2,Clayton,VIC,3168,-37.938287,145.130425,10,31,
2016/2017,629266,VIC,Connor St,REGAL CREAM PRODUCTS PTY LTD,Ice Cream Manufacturing,20,Carbon monoxide,1227,Colac,VIC,3250,-38.3391401,143.5808477,10,32,
2016/2017,629266,VIC,Connor St,REGAL CREAM PRODUCTS PTY LTD,Ice Cream Manufacturing,69,Oxides of Nitrogen,8681,Colac,VIC,3250,-38.3391401,143.5808477,10,32,
2016/2017,629266,VIC,Connor St,REGAL CREAM PRODUCTS PTY LTD,Ice Cream Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),389.37,Colac,VIC,3250,-38.3391401,143.5808477,10,32,
2016/2017,629266,VIC,Connor St,REGAL CREAM PRODUCTS PTY LTD,Ice Cream Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),389.37,Colac,VIC,3250,-38.3391401,143.5808477,10,32,
2016/2017,629266,VIC,Connor St,REGAL CREAM PRODUCTS PTY LTD,Ice Cream Manufacturing,77,Sulfur dioxide,0.06,Colac,VIC,3250,-38.3391401,143.5808477,10,32,
2016/2017,629262,VIC,Forest St,REGAL CREAM PRODUCTS PTY LTD,Milk and Cream Processing,20,Carbon monoxide,528.67,Colac,VIC,3250,-38.3494892,143.6040826,10,32,
2016/2017,629262,VIC,Forest St,REGAL CREAM PRODUCTS PTY LTD,Milk and Cream Processing,69,Oxides of Nitrogen,3741.35,Colac,VIC,3250,-38.3494892,143.6040826,10,32,
2016/2017,629262,VIC,Forest St,REGAL CREAM PRODUCTS PTY LTD,Milk and Cream Processing,92,Particulate Matter ?2.5 ‘m (PM2.5),162.67,Colac,VIC,3250,-38.3494892,143.6040826,10,32,
2016/2017,629262,VIC,Forest St,REGAL CREAM PRODUCTS PTY LTD,Milk and Cream Processing,70,Particulate Matter ?10.0 ‘m (PM10),162.67,Colac,VIC,3250,-38.3494892,143.6040826,10,32,
2016/2017,629262,VIC,Forest St,REGAL CREAM PRODUCTS PTY LTD,Milk and Cream Processing,77,Sulfur dioxide,0.027,Colac,VIC,3250,-38.3494892,143.6040826,10,32,
2016/2017,559084,VIC,REID BROS TIMBER PTY LTD,REID BROS TIMBER PTY LTD,Log Sawmilling,20,Carbon monoxide,6330.29,Yarra Junction,VIC,3797,-37.790769,145.621477,10,37,
2016/2017,559084,VIC,REID BROS TIMBER PTY LTD,REID BROS TIMBER PTY LTD,Log Sawmilling,69,Oxides of Nitrogen,3087.9,Yarra Junction,VIC,3797,-37.790769,145.621477,10,37,
2016/2017,559084,VIC,REID BROS TIMBER PTY LTD,REID BROS TIMBER PTY LTD,Log Sawmilling,92,Particulate Matter ?2.5 ‘m (PM2.5),678.62,Yarra Junction,VIC,3797,-37.790769,145.621477,10,37,
2016/2017,559084,VIC,REID BROS TIMBER PTY LTD,REID BROS TIMBER PTY LTD,Log Sawmilling,70,Particulate Matter ?10.0 ‘m (PM10),1275.35,Yarra Junction,VIC,3797,-37.790769,145.621477,10,37,
2016/2017,559084,VIC,REID BROS TIMBER PTY LTD,REID BROS TIMBER PTY LTD,Log Sawmilling,77,Sulfur dioxide,235.03,Yarra Junction,VIC,3797,-37.790769,145.621477,10,37,
2016/2017,525676,VIC,CSF Proteins Melbourne,RIDLEY AGRIPRODUCTS PTY LTD,Oil and Fat Manufacturing,20,Carbon monoxide,19335.30059,Laverton North,VIC,3026,-37.822893,144.814102,10,30,
2016/2017,525676,VIC,CSF Proteins Melbourne,RIDLEY AGRIPRODUCTS PTY LTD,Oil and Fat Manufacturing,69,Oxides of Nitrogen,11795.44967,Laverton North,VIC,3026,-37.822893,144.814102,10,30,
2016/2017,525676,VIC,CSF Proteins Melbourne,RIDLEY AGRIPRODUCTS PTY LTD,Oil and Fat Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),1684.349869,Laverton North,VIC,3026,-37.822893,144.814102,10,30,
2016/2017,525676,VIC,CSF Proteins Melbourne,RIDLEY AGRIPRODUCTS PTY LTD,Oil and Fat Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),1685.022569,Laverton North,VIC,3026,-37.822893,144.814102,10,30,
2016/2017,525676,VIC,CSF Proteins Melbourne,RIDLEY AGRIPRODUCTS PTY LTD,Oil and Fat Manufacturing,77,Sulfur dioxide,249.0443339,Laverton North,VIC,3026,-37.822893,144.814102,10,30,
2016/2017,535008,VIC,Ridley AgriProducts - Bendigo,RIDLEY AGRIPRODUCTS PTY LTD,Prepared Animal and Bird Feed Manufacturing,20,Carbon monoxide,1549,Bendigo,VIC,3550,-36.753495,144.29211,10,35,
2016/2017,535008,VIC,Ridley AgriProducts - Bendigo,RIDLEY AGRIPRODUCTS PTY LTD,Prepared Animal and Bird Feed Manufacturing,69,Oxides of Nitrogen,1862.01,Bendigo,VIC,3550,-36.753495,144.29211,10,35,
2016/2017,535008,VIC,Ridley AgriProducts - Bendigo,RIDLEY AGRIPRODUCTS PTY LTD,Prepared Animal and Bird Feed Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),130.519,Bendigo,VIC,3550,-36.753495,144.29211,10,35,
2016/2017,535008,VIC,Ridley AgriProducts - Bendigo,RIDLEY AGRIPRODUCTS PTY LTD,Prepared Animal and Bird Feed Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),21693.519,Bendigo,VIC,3550,-36.753495,144.29211,10,35,
2016/2017,535008,VIC,Ridley AgriProducts - Bendigo,RIDLEY AGRIPRODUCTS PTY LTD,Prepared Animal and Bird Feed Manufacturing,77,Sulfur dioxide,19.46,Bendigo,VIC,3550,-36.753495,144.29211,10,35,
2016/2017,536382,VIC,Ridley AgriProducts - Gunbower,RIDLEY AGRIPRODUCTS PTY LTD,Prepared Animal and Bird Feed Manufacturing,20,Carbon monoxide,137,Gunbower,VIC,3566,-35.96663,144.39489,10,35,
2016/2017,536382,VIC,Ridley AgriProducts - Gunbower,RIDLEY AGRIPRODUCTS PTY LTD,Prepared Animal and Bird Feed Manufacturing,69,Oxides of Nitrogen,797,Gunbower,VIC,3566,-35.96663,144.39489,10,35,
2016/2017,536382,VIC,Ridley AgriProducts - Gunbower,RIDLEY AGRIPRODUCTS PTY LTD,Prepared Animal and Bird Feed Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),23.4,Gunbower,VIC,3566,-35.96663,144.39489,10,35,
2016/2017,536382,VIC,Ridley AgriProducts - Gunbower,RIDLEY AGRIPRODUCTS PTY LTD,Prepared Animal and Bird Feed Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),6620.2,Gunbower,VIC,3566,-35.96663,144.39489,10,35,
2016/2017,536382,VIC,Ridley AgriProducts - Gunbower,RIDLEY AGRIPRODUCTS PTY LTD,Prepared Animal and Bird Feed Manufacturing,77,Sulfur dioxide,63,Gunbower,VIC,3566,-35.96663,144.39489,10,35,
2016/2017,535334,VIC,Ridley AgriProducts - Maffra,RIDLEY AGRIPRODUCTS PTY LTD,Prepared Animal and Bird Feed Manufacturing,20,Carbon monoxide,220,Maffra,VIC,3860,-37.969872,146.977815,10,38,
2016/2017,535334,VIC,Ridley AgriProducts - Maffra,RIDLEY AGRIPRODUCTS PTY LTD,Prepared Animal and Bird Feed Manufacturing,69,Oxides of Nitrogen,261,Maffra,VIC,3860,-37.969872,146.977815,10,38,
2016/2017,535334,VIC,Ridley AgriProducts - Maffra,RIDLEY AGRIPRODUCTS PTY LTD,Prepared Animal and Bird Feed Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),19.346,Maffra,VIC,3860,-37.969872,146.977815,10,38,
2016/2017,535334,VIC,Ridley AgriProducts - Maffra,RIDLEY AGRIPRODUCTS PTY LTD,Prepared Animal and Bird Feed Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),3341.346,Maffra,VIC,3860,-37.969872,146.977815,10,38,
2016/2017,535334,VIC,Ridley AgriProducts - Maffra,RIDLEY AGRIPRODUCTS PTY LTD,Prepared Animal and Bird Feed Manufacturing,77,Sulfur dioxide,2.88,Maffra,VIC,3860,-37.969872,146.977815,10,38,
2016/2017,533888,VIC,Ridley AgriProducts - Pakenham,RIDLEY AGRIPRODUCTS PTY LTD,Prepared Animal and Bird Feed Manufacturing,20,Carbon monoxide,2586.52,Pakenham,VIC,3810,-38.082765,145.495589,10,38,
2016/2017,533888,VIC,Ridley AgriProducts - Pakenham,RIDLEY AGRIPRODUCTS PTY LTD,Prepared Animal and Bird Feed Manufacturing,69,Oxides of Nitrogen,3252.2,Pakenham,VIC,3810,-38.082765,145.495589,10,38,
2016/2017,533888,VIC,Ridley AgriProducts - Pakenham,RIDLEY AGRIPRODUCTS PTY LTD,Prepared Animal and Bird Feed Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),184.582,Pakenham,VIC,3810,-38.082765,145.495589,10,38,
2016/2017,533888,VIC,Ridley AgriProducts - Pakenham,RIDLEY AGRIPRODUCTS PTY LTD,Prepared Animal and Bird Feed Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),41644.582,Pakenham,VIC,3810,-38.082765,145.495589,10,38,
2016/2017,533888,VIC,Ridley AgriProducts - Pakenham,RIDLEY AGRIPRODUCTS PTY LTD,Prepared Animal and Bird Feed Manufacturing,77,Sulfur dioxide,27.52,Pakenham,VIC,3810,-38.082765,145.495589,10,38,
2016/2017,534968,VIC,Ridley AgriProducts - St Arnaud,RIDLEY AGRIPRODUCTS PTY LTD,Prepared Animal and Bird Feed Manufacturing,20,Carbon monoxide,1949.32,St Arnaud,VIC,3478,-36.62007,143.2585,10,34,
2016/2017,534968,VIC,Ridley AgriProducts - St Arnaud,RIDLEY AGRIPRODUCTS PTY LTD,Prepared Animal and Bird Feed Manufacturing,69,Oxides of Nitrogen,4856.74,St Arnaud,VIC,3478,-36.62007,143.2585,10,34,
2016/2017,534968,VIC,Ridley AgriProducts - St Arnaud,RIDLEY AGRIPRODUCTS PTY LTD,Prepared Animal and Bird Feed Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),72.6,St Arnaud,VIC,3478,-36.62007,143.2585,10,34,
2016/2017,534968,VIC,Ridley AgriProducts - St Arnaud,RIDLEY AGRIPRODUCTS PTY LTD,Prepared Animal and Bird Feed Manufacturing,70,Particulate Matter ?10.0 ‘m (PM10),19201.1,St Arnaud,VIC,3478,-36.62007,143.2585,10,34,
2016/2017,534968,VIC,Ridley AgriProducts - St Arnaud,RIDLEY AGRIPRODUCTS PTY LTD,Prepared Animal and Bird Feed Manufacturing,77,Sulfur dioxide,195.6,St Arnaud,VIC,3478,-36.62007,143.2585,10,34,
2016/2017,534982,VIC,Ridley AgriProducts - Terang,RIDLEY AGRIPRODUCTS PTY LTD,Prepared Animal and Bird Feed Manufacturing,20,Carbon monoxide,1083,Terang,VIC,3264,-38.24696,142.9269,10,32,
2016/2017,534982,VIC,Ridley AgriProducts - Terang,RIDLEY AGRIPRODUCTS PTY LTD,Prepared Animal and Bird Feed Manufacturing,69,Oxides of Nitrogen,2698.44,Terang,VIC,3264,-38.24696,142.9269,10,32,
2016/2017,534982,VIC,Ridley AgriProducts - Terang,RIDLEY AGRIPRODUCTS PTY LTD,Prepared Animal and Bird Feed Manufacturing,92,Particulate Matter ?2.5 ‘m (PM2.5),40.4,Terang,VIC,3264,-38.24696,142.9269,10,32,
